PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	FullyThreaded	multiplier/increment	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	J_wrenching_height(in)	Y_transition_thread_length(in)	Material	Reference	Edition
ASME B18.2.1 SCREW 3 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_5.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	5.125	Y	1.5	5  1/2 	5.5	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 6 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_6_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	5.625	Y	1.5	6      	6.0	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_6.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	5.875	Y	2.5	6  1/2 	6.5	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 7 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_7_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	6.375	Y	2.5	7      	7.0	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_7.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	6.875	Y	2.5	7  1/2 	7.5	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 8 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_8_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	7.375	Y	2.5	8      	8.0	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 8.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_8.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	6.5	N	0.5	8  1/2 	8.5	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 9 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_9_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	6.5	N	0.5	9      	9.0	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 9.5 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_9.5_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	6.5	N	0.5	9  1/2 	9.5	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 3 x 10 UNC STEEL HEAVY HEXAGON	ASME_B18_2_1_3_x_10_UNC_STEEL_HEAVY_HEXAGON_SCREW	3.0	3.0	4	0.25	6.5	N	0.5	10      	10.0	3.0	2.961	4.625	4.625	4.475	5.34	5.102	1.875	1.935	1.815	1.29	1.25	St	ASME B18.2.1	1996
