PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	FullyThreaded	multiplier/increment	Length(ref)	L_length(in)	E_full_size_body_max_dia(in)	E_full_size_body_min_dia(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	R_fillet_rad(in)	J_wrenching_height(in)	Y_transition_thread_length(in)	Material	Reference	Edition
ASME B18.2.1 SCREW 1_1/4 x 2 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_2_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	1.643	Y	2.5	2      	2.0	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 2.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_2.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	1.893	Y	2.5	2  1/4 	2.25	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.393	Y	2.5	2  3/4 	2.75	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 3 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_3_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.643	Y	2.5	3      	3.0	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 3.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_3.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.893	Y	2.5	3  1/4 	3.25	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 3.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_3.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	3.143	Y	2.5	3  1/2 	3.5	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 3.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_3.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	3.393	Y	2.5	3  3/4 	3.75	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 4 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_4_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	N	0.25	4      	4.0	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 4.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_4.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	N	0.25	4  1/4 	4.25	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	N	0.25	4  1/2 	4.5	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	N	0.25	4  3/4 	4.75	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	N	0.25	5      	5.0	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	N	0.25	5  1/2 	5.5	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	2.750	N	0.25	6      	6.0	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 6.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_6.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	3.000	N	0.5	6  1/2 	6.5	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 7 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_7_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	3.000	N	0.5	7      	7.0	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 7.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_7.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	3.000	N	0.5	7  1/2 	7.5	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/4 x 8 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/4_x_8_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/4	1.25	7	0.1429	3.000	N	0.5	8      	8.0	1.25	1.239	1.875	1.875	1.812	2.165	2.066	0.781	0.813	0.749	0.09	0.53	0.714	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 1.375 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_1.375_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	0.958	Y	2.5	1  3/8 	1.375	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 1.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_1.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	1.083	Y	2.5	1  1/2 	1.5	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 1.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_1.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	1.333	Y	2.5	1  3/4 	1.75	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 2 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_2_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	1.583	Y	2.5	2      	2.0	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 2.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_2.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	1.833	Y	2.5	2  1/4 	2.25	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	2.333	Y	2.5	2  3/4 	2.75	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 3 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_3_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	2.583	Y	2.5	3      	3.0	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 3.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_3.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	2.833	Y	2.5	3  1/4 	3.25	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 3.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_3.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.083	Y	2.5	3  1/2 	3.5	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 3.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_3.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.333	Y	2.5	3  3/4 	3.75	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 4 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_4_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.583	Y	2.5	4      	4.0	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 4.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_4.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.833	Y	2.5	4  1/4 	4.25	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	N	0.25	4  1/2 	4.5	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	N	0.25	4  3/4 	4.75	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	N	0.25	5      	5.0	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	N	0.25	5  1/2 	5.5	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.000	N	0.25	6      	6.0	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 6.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_6.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.250	N	0.5	6  1/2 	6.5	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 7 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_7_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.250	N	0.5	7      	7.0	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 7.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_7.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.250	N	0.5	7  1/2 	7.5	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/8 x 8 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/8_x_8_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/8	1.375	6	0.1667	3.250	N	0.5	8      	8.0	1.375	1.363	2.063	2.062	1.994	2.382	2.273	0.844	0.878	0.81	0.09	0.569	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 1.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_1.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	1.083	Y	2.5	1  1/2 	1.5	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 1.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_1.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	1.333	Y	2.5	1  3/4 	1.75	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 2 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_2_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	1.583	Y	2.5	2      	2.0	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 2.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_2.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	1.833	Y	2.5	2  1/4 	2.25	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	2.333	Y	2.5	2  3/4 	2.75	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 3 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_3_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	2.583	Y	2.5	3      	3.0	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 3.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_3.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	2.833	Y	2.5	3  1/4 	3.25	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 3.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_3.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.083	Y	2.5	3  1/2 	3.5	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 3.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_3.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.333	Y	2.5	3  3/4 	3.75	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 4 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_4_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.583	Y	2.5	4      	4.0	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 4.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_4.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.833	Y	2.5	4  1/4 	4.25	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	4.083	Y	2.5	4  1/2 	4.5	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 4.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_4.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.250	N	0.25	4  3/4 	4.75	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.250	N	0.25	5      	5.0	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 5.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_5.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.250	N	0.25	5  1/2 	5.5	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 6 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_6_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.250	N	0.25	6      	6.0	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 6.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_6.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.500	N	0.5	6  1/2 	6.5	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 7 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_7_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.500	N	0.5	7      	7.0	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 7.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_7.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.500	N	0.5	7  1/2 	7.5	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_1/2 x 8 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_1/2_x_8_UNC_STEEL_HEXAGON_CAP_SCREW	1_1/2	1.5	6	0.1667	3.500	N	0.5	8      	8.0	1.5	1.488	2.25	2.25	2.175	2.598	2.48	1.313	0.974	0.902	0.09	0.64	0.833	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 1.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_1.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	1.250	Y	2.5	1  3/4 	1.75	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 2 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_2_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	1.500	Y	2.5	2      	2.0	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 2.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_2.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	1.750	Y	2.5	2  1/4 	2.25	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 2.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_2.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	2.250	Y	2.5	2  3/4 	2.75	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 3 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_3_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	2.500	Y	2.5	3      	3.0	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 3.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_3.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	2.750	Y	2.5	3  1/4 	3.25	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 3.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_3.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	3.000	Y	2.5	3  1/2 	3.5	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 3.75 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_3.75_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	3.250	Y	2.5	3  3/4 	3.75	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 4 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_4_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	3.500	Y	2.5	4      	4.0	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 4.25 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_4.25_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	3.750	Y	2.5	4  1/4 	4.25	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
ASME B18.2.1 SCREW 1_3/4 x 4.5 UNC STEEL HEXAGON CAP	ASME_B18_2_1_1_3/4_x_4.5_UNC_STEEL_HEXAGON_CAP_SCREW	1_3/4	1.75	5	0.2	4.000	Y	2.5	4  1/2 	4.5	1.75	1.738	2.625	2.625	2.538	3.031	2.893	1.094	1.134	1.054	0.12	0.748	1.0	St	ASME B18.2.1	1996
