PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	threshold	FullyThreaded	MinimumThread	Length(ref)	L_length(in)	A_dia_max_dia(in)	A_dia_min_dia(in)	H_dia_max(in)	H_dia_min(in)	R_head_radius(in)	J_slot_width_max(in)	J_slot_width_mix(in)	T_slot_depth_max(in)	T_slot_depth_min(in)	Material	Reference	Edition
ASME B18.6.3 SCREW 5/16 x 4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/16_x_4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/16	0.313	18	0.0556	1.5	2.0	N	1.5	4	4.0	0.615	0.594	0.178	0.162	0.099	0.084	0.072	0.106	0.085	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/16 x 4_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/16_x_4_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/16	0.313	18	0.0556	1.5	2.0	N	1.5	4_1/2	4.5	0.615	0.594	0.178	0.162	0.099	0.084	0.072	0.106	0.085	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 5/16 x 5 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_5/16_x_5_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	5/16	0.313	18	0.0556	1.5	2.0	N	1.5	5	5.0	0.615	0.594	0.178	0.162	0.099	0.084	0.072	0.106	0.085	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 3/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_3/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	0.313	2.0	Y	1.5	3/8	0.375	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 7/16 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_7/16_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	0.375	2.0	Y	1.5	7/16	0.438	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	0.438	2.0	Y	1.5	1/2	0.5	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 9/16 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_9/16_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	0.5	2.0	Y	1.5	9/16	0.563	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 5/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_5/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	0.563	2.0	Y	1.5	5/8	0.625	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	0.688	2.0	Y	1.5	3/4	0.75	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 7/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_7/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	0.813	2.0	Y	1.5	7/8	0.875	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_1_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	0.938	2.0	Y	1.5	1	1.0	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_1_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.125	2.0	Y	1.5	1_1/4	1.25	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_1_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.375	2.0	Y	1.5	1_1/2	1.5	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 1_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_1_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.625	2.0	Y	1.5	1_3/4	1.75	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.875	2.0	Y	1.5	2	2.0	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 2_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_2_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.5	2.0	N	1.5	2_1/4	2.25	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 2_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_2_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.5	2.0	N	1.5	2_1/2	2.5	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 2_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_2_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.5	2.0	N	1.5	2_3/4	2.75	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 3 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_3_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.5	2.0	N	1.5	3	3.0	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 3_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_3_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.5	2.0	N	1.5	3_1/4	3.25	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 3_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_3_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.5	2.0	N	1.5	3_1/2	3.5	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.5	2.0	N	1.5	4	4.0	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 4_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_4_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.5	2.0	N	1.5	4_1/2	4.5	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 3/8 x 5 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_3/8_x_5_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	3/8	0.375	16	0.0625	1.5	2.0	N	1.5	5	5.0	0.74	0.716	0.212	0.195	0.143	0.094	0.081	0.124	0.1	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 7/16 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_7/16_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	0.366	2.0	Y	1.5	7/16	0.438	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	0.429	2.0	Y	1.5	1/2	0.5	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 9/16 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_9/16_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	0.491	2.0	Y	1.5	9/16	0.563	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 5/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_5/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	0.554	2.0	Y	1.5	5/8	0.625	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	0.679	2.0	Y	1.5	3/4	0.75	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 7/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_7/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	0.804	2.0	Y	1.5	7/8	0.875	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_1_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	0.929	2.0	Y	1.5	1	1.0	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_1_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.179	2.0	Y	1.5	1_1/4	1.25	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_1_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.357	2.0	Y	1.5	1_1/2	1.5	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 1_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_1_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.607	2.0	Y	1.5	1_3/4	1.75	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.857	2.0	Y	1.5	2	2.0	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 2_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_2_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.5	2.0	N	1.5	2_1/4	2.25	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 2_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_2_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.5	2.0	N	1.5	2_1/2	2.5	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 2_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_2_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.5	2.0	N	1.5	2_3/4	2.75	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 3 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_3_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.5	2.0	N	1.5	3	3.0	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 3_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_3_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.5	2.0	N	1.5	3_1/4	3.25	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 3_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_3_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.5	2.0	N	1.5	3_1/2	3.5	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.5	2.0	N	1.5	4	4.0	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 4_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_4_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.5	2.0	N	1.5	4_1/2	4.5	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 7/16 x 5 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_7/16_x_5_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	7/16	0.438	14	0.0714	1.5	2.0	N	1.5	5	5.0	0.863	0.837	0.247	0.228	0.153	0.094	0.081	0.142	0.116	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	0.423	2.0	Y	1.5	1/2	0.5	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 9/16 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_9/16_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	0.486	2.0	Y	1.5	9/16	0.563	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 5/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_5/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	0.548	2.0	Y	1.5	5/8	0.625	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	0.673	2.0	Y	1.5	3/4	0.75	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 7/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_7/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	0.798	2.0	Y	1.5	7/8	0.875	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_1_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	0.923	2.0	Y	1.5	1	1.0	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_1_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.173	2.0	Y	1.5	1_1/4	1.25	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_1_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.423	2.0	Y	1.5	1_1/2	1.5	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 1_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_1_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.596	2.0	Y	1.5	1_3/4	1.75	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.846	2.0	Y	1.5	2	2.0	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 2_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_2_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	2_1/4	2.25	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 2_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_2_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	2_1/2	2.5	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 2_3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_2_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	2_3/4	2.75	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 3 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_3_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	3	3.0	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 3_1/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_3_1/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	3_1/4	3.25	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 3_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_3_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	3_1/2	3.5	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	4	4.0	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 4_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_4_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	4_1/2	4.5	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 5 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_5_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	5	5.0	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 5_1/2 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_5_1/2_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	5_1/2	5.5	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 1/2 x 6 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_1/2_x_6_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	1/2	0.5	13	0.0769	1.5	2.0	N	1.5	6	6.0	0.987	0.958	0.281	0.26	0.175	0.106	0.091	0.161	0.131	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 9/16 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_9/16_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	0.479	2.0	Y	1.5	9/16	0.563	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 5/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_5/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	0.542	2.0	Y	1.5	5/8	0.625	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 3/4 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_3/4_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	0.667	2.0	Y	1.5	3/4	0.75	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 7/8 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_7/8_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	0.792	2.0	Y	1.5	7/8	0.875	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
ASME B18.6.3 SCREW 9/16 x 1 UNC STEEL SCREW SLOTTED PAN HEAD	ASME_B18_6_3_9/16_x_1_UNC_STEEL_SCREW_SLOTTED_PAN_HEAD_SCREW	9/16	0.563	12	0.0833	0.917	2.0	Y	1.5	1	1.0	1.041	1.0	0.315	0.293	0.197	0.118	0.102	0.179	0.146	St	ASME B18.6.3	1998
