PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Length(ref)	s-n-l	L_length(in)	Lg_grip_length	Lt_min thread_ref	D_body_dia(in)	A_head_dia(in)	H_head_height(in)	C_chamfer(in)	J_hexagon_socet_size(in)	T_key_engagement(in)	G_wall_thickness	K_chamfer(in)	Material	Reference	Edition
ASME B18.3 SCREW 7/8 x 1.25 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_1.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.05	1  1/4 	s	1.25	0.222	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.3	1  1/2 	s	1.50	0.222	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 1.75 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_1.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.55	1  3/4 	s	1.75	0.222	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 2 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	1.8	2      	s	2.00	0.222	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 2.25 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_2.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.05	2  1/4 	s	2.25	0.222	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.25	2  1/2 	s	2.50	0.222	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 2.75 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_2.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.25	2  3/4 	s	2.75	0.222	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 3 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.25	3      	s	3.00	0.222	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 3.25 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_3.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.25	3  1/4 	n	3.25	1.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.5	3  1/2 	n	3.50	1.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 4 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	4      	n	4.00	1.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.5	4  1/2 	n	4.50	2.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	5      	n	5.00	2.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.5	5  1/2 	n	5.50	3.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 6 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	6      	n	6.00	3.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.5	6  1/2 	n	6.50	4.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 7 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	7      	n	7.00	4.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 8 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	8      	n	8.00	5.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 9 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	9      	n	9.00	6.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 10 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	10      	n	10.00	7.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 11 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_11_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	11      	n	11.00	8.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 12 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	12      	n	12.00	9.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 13 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_13_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	13      	n	13.00	10.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 14 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	14      	n	14.00	11.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 15 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_15_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	15      	n	15.00	12.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 16 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_16_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	16      	n	16.00	13.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 17 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_17_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	17      	n	17.00	14.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 18 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_7/8_x_18_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	3.0	18      	n	18.00	15.0	2.25	0.875	1.312	0.875	0.1	0.75	0.432	0.333	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 1 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.8	1      	s	1.00	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 1.25 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_1.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.05	1  1/4 	s	1.25	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.3	1  1/2 	s	1.50	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 1.75 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_1.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.55	1  3/4 	s	1.75	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 2 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.8	2      	s	2.00	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 2.25 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_2.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.05	2  1/4 	s	2.25	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.3	2  1/2 	s	2.50	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 2.75 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_2.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.5	2  3/4 	s	2.75	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 3 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.5	3      	s	3.00	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 3.25 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_3.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.5	3  1/4 	s	3.25	0.25	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.5	3  1/2 	n	3.50	1.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 4 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	4      	n	4.00	1.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.5	4  1/2 	n	4.50	2.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	5      	n	5.00	2.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.5	5  1/2 	n	5.50	3.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 6 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	6      	n	6.00	3.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.5	6  1/2 	n	6.50	4.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 7 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	7      	n	7.00	4.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 8 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	8      	n	8.00	5.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 9 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	9      	n	9.00	6.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 10 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	10      	n	10.00	7.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 11 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_11_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	11      	n	11.00	8.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 12 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	12      	n	12.00	9.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 13 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_13_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	13      	n	13.00	10.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 14 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	14      	n	14.00	11.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 15 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_15_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	15      	n	15.00	12.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 16 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_16_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	16      	n	16.00	13.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 17 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_17_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	17      	n	17.00	14.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 18 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_18_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	18      	n	18.00	15.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 19 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_19_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	19      	n	19.00	16.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1 x 20 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_x_20_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1	1.0	8	0.1250	3.0	20      	n	20.00	17.0	2.5	1.0	1.5	1.0	0.114	0.75	0.495	0.38	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 1 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	0.8	1      	1+	1.00	0.714	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	1.3	1  1/2 	1+	1.50	0.714	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 2 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	1.8	2      	1+	2.00	0.714	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.3	2  1/2 	1+	2.50	0.714	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 3 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.8	3      	1+	3.00	0.714	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	3  1/2 	1+	3.50	0.714	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 4 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	4      	1+	4.00	1.19	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	4  1/2 	1+	4.50	1.69	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	5      	1+	5.00	2.19	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	5  1/2 	1+	5.50	2.69	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 6 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	6      	1+	6.00	3.19	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	6  1/2 	1+	6.50	3.69	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 7 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	7      	1+	7.00	4.19	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 8 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	8      	1+	8.00	5.19	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 9 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	9      	1+	9.00	6.19	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
ASME B18.3 SCREW 1_1/8 x 10 UNC STEEL HEXAGON SOCKET HEAD CAP	ASME_B18_3_1_1/8_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.81	10      	1+	10.00	7.19	2.81	1.125	1.688	1.125	0.129	0.875	0.557	0.428	0.02	St	ASME B18.3	1998
