PartNumber	PartName	Pin_size_no(ref)	Basic_pin_dia(in)	Nominal_length(ref)	Length(in)	A_major_dia(in)	A_major_dia_commercial_class(in)	A_major_dia_precision_class(in)	R_end_crown_radius(in)	Class	Material	Reference	Edition
ASME B18.8.2 Pin 3 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	3/4	0.75	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	7/8	0.875	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	1	1.0	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	1_1/4	1.25	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	1_1/2	1.5	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	1_3/4	1.75	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	2	2.0	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	2_1/4	2.25	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	2_1/2	2.5	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	2_3/4	2.75	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	3	3.0	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 3_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x3_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	3_1/4	3.25	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 3_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x3_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	3_1/2	3.5	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 3_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x3_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	3_3/4	3.75	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 3 x 4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_3x4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	3	0.219	4	4.0	0.22	0.22	n/a	0.229	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	3/4	0.75	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 7/8 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x7/8_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	7/8	0.875	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	1	1.0	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	1_1/4	1.25	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	1_1/2	1.5	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	1_3/4	1.75	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	2	2.0	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	2_1/4	2.25	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	2_1/2	2.5	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	2_3/4	2.75	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	3	3.0	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 3_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x3_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	3_1/4	3.25	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 3_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x3_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	3_1/2	3.5	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 3_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x3_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	3_3/4	3.75	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 4 x 4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_4x4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	4	0.25	4	4.0	0.251	0.251	n/a	0.26	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 1 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x1_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	1	1.0	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	1_1/4	1.25	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	1_1/2	1.5	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	1_3/4	1.75	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	2	2.0	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	2_1/4	2.25	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	2_1/2	2.5	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	2_3/4	2.75	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	3	3.0	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 3_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x3_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	3_1/4	3.25	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 3_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x3_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	3_1/2	3.5	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 3_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x3_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	3_3/4	3.75	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	4	4.0	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 4_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x4_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	4_1/4	4.25	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 4_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x4_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	4_1/2	4.5	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 4_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x4_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	4_3/4	4.75	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 5 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x5_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	5	5.0	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 5_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x5_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	5_1/4	5.25	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 5_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x5_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	5_1/2	5.5	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 5_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x5_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	5_3/4	5.75	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 5 x 6 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_5x6_STEEL_COMMERCIAL_CLASS_TAPER_PIN	5	0.289	6	6.0	0.29	0.29	n/a	0.299	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	1_1/4	1.25	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	1_1/2	1.5	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	1_3/4	1.75	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	2	2.0	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	2_1/4	2.25	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	2_1/2	2.5	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	2_3/4	2.75	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	3	3.0	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 3_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x3_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	3_1/4	3.25	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 3_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x3_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	3_1/2	3.5	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 3_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x3_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	3_3/4	3.75	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	4	4.0	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 4_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x4_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	4_1/4	4.25	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 4_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x4_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	4_1/2	4.5	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 4_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x4_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	4_3/4	4.75	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 5 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x5_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	5	5.0	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 5_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x5_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	5_1/4	5.25	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 5_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x5_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	5_1/2	5.5	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 5_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x5_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	5_3/4	5.75	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 6 x 6 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_6x6_STEEL_COMMERCIAL_CLASS_TAPER_PIN	6	0.341	6	6.0	0.342	0.342	n/a	0.351	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 1_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x1_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	1_1/4	1.25	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 1_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x1_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	1_1/2	1.5	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 1_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x1_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	1_3/4	1.75	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	2	2.0	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 2_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x2_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	2_1/4	2.25	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 2_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x2_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	2_1/2	2.5	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 2_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x2_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	2_3/4	2.75	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 3 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x3_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	3	3.0	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 3_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x3_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	3_1/4	3.25	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 3_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x3_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	3_1/2	3.5	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 3_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x3_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	3_3/4	3.75	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	4	4.0	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 4_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x4_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	4_1/4	4.25	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 4_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x4_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	4_1/2	4.5	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 4_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x4_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	4_3/4	4.75	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 5 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x5_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	5	5.0	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 5_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x5_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	5_1/4	5.25	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 5_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x5_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	5_1/2	5.5	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 5_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x5_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	5_3/4	5.75	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 6 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x6_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	6	6.0	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 6_1/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x6_1/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	6_1/4	6.25	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 6_1/2 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x6_1/2_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	6_1/2	6.5	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 6_3/4 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x6_3/4_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	6_3/4	6.75	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
ASME B18.8.2 Pin 7 x 7 STEEL TAPER COMMERCIAL CLASS	ASME_B18_8_2_7x7_STEEL_COMMERCIAL_CLASS_TAPER_PIN	7	0.409	7	7.0	0.41	0.41	n/a	0.419	COMMERCIAL	St	ASME B18.8.2	2000
