PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	Threading(mm)	l_length_nom(mm)	a_max(mm)	b_min(mm)	dk_head_dia(mm)	k_max(mm)	rf_rad(mm)	r_min(mm)	x_max(mm)	m_recess_ref(mm)	Recess_penetration_max(mm)	slot_width(mm)	cross_recess_no	Type	Grade	Material	Reference	Edition
JIS B 1111 SCREW M3x8 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x8_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	7.0	8.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x10 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x10_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	9.0	10.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	11.0	12.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	13.0	14.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	15.0	16.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	19.0	20.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	24.0	25.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3x30 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3x30_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3	3.0	0.5	25.0	30.0	1.0	25.0	5.6	2.4	5.0	0.1	1.25	2.8	1.75	0.51	1.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x5 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x5_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	3.8	5.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x6 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x6_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	4.8	6.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x8 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x8_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	6.8	8.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x10 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x10_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	8.8	10.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	10.8	12.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	12.8	14.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	14.8	16.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	18.8	20.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	23.8	25.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x30 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x30_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	28.8	30.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x35 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x35_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	33.8	35.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M3.5x40 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M3.5x40_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M3.5	3.5	0.6	38.8	40.0	1.2	38.0	7.0	2.6	6.0	0.1	1.5	3.9	1.93	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x5 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x5_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	3.6	5.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x6 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x6_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	4.6	6.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x8 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x8_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	6.6	8.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x10 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x10_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	8.6	10.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	10.6	12.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	12.6	14.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	14.6	16.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	18.6	20.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	23.6	25.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x30 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x30_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	28.6	30.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x35 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x35_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	33.6	35.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x40 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M4x40_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M4	4.0	0.7	38.6	40.0	1.4	38.0	8.0	3.1	6.5	0.2	1.75	4.3	2.34	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x6 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x6_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	4.4	6.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x8 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x8_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	6.4	8.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x10 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x10_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	8.4	10.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	10.4	12.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	12.4	14.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	14.4	16.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	18.4	20.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	23.4	25.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x30 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x30_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	28.4	30.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x35 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x35_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	33.4	35.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x40 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x40_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	38.4	40.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x45 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M5x45_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M5	5.0	0.8	38.0	45.0	1.6	38.0	9.5	3.7	8.0	0.2	2.0	4.7	2.74	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x8 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x8_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	6.0	8.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x10 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x10_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	8.0	10.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	10.0	12.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	12.0	14.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	14.0	16.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	18.0	20.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	23.0	25.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x30 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x30_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	28.0	30.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x35 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x35_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	33.0	35.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x40 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x40_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	40.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x45 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x45_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	45.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x50 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x50_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	50.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x55 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x55_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	55.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x60 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M6x60_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M6	6.0	1.0	38.0	60.0	2.0	38.0	12.0	4.6	10.0	0.25	2.5	6.7	3.46	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x10 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x10_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	7.5	10.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	9.5	12.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	11.5	14.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	13.5	16.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	17.5	20.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	22.5	25.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x30 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x30_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	27.5	30.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x35 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x35_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	32.5	35.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x40 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x40_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	37.5	40.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x45 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x45_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	38.0	45.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x50 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x50_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	38.0	50.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x55 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x55_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	38.0	55.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x60 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M8x60_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M8	8.0	1.25	38.0	60.0	2.5	38.0	16.0	6.0	13.0	0.4	3.2	8.8	4.5	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x12 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M10x12_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	9.0	12.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	9.9	5.69	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x14 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M10x14_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	11.0	14.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	9.9	5.69	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x16 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M10x16_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	13.0	16.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	9.9	5.69	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x20 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M10x20_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	17.0	20.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	9.9	5.69	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x25 STEEL GR A CROSS REC PAN HEAD TYPE Z	JIS_B_1111_M10x25_STEEL_GR_A_TYPE_Z_CROSS_REC_PAN_HEAD_SCREW	M10	10.0	1.5	22.0	25.0	3.0	38.0	20.0	7.5	16.0	0.4	3.8	9.9	5.69	1.12	4.0	Z	A	St	JIS B 1111	1996
