PartNumber	PartName	l_length(mm)	b_width(mm)	h_thickness(mm)	c_chamfer_max(mm)	d2_hole(mm)	d3_hole(mm)	g_hole(mm)	Symbol	Material	Reference	Edition
JIS B 1301 KEY 90x45x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 90x45x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_90x45x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	90	45	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x160 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_100x50x160_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	160	100	50	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x180 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_100x50x180_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	180	100	50	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x200 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_100x50x200_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	200	100	50	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x220 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_100x50x220_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	220	100	50	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x250 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_100x50x250_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	250	100	50	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x280 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_100x50x280_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	280	100	50	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x320 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_100x50x320_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	320	100	50	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x360 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_100x50x360_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	360	100	50	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
JIS B 1301 KEY 100x50x400 PARALLEL WITH ONE HOLE SYMBOL B	JIS_B_1301_100x50x400_SYMBOL_B_WITH_ONE_HOLE_PARALLEL_KEY	400	100	50	3.0	32.0	22.0	21.5	B	St	JIS B 1301	1996
