PartNumber	PartName	d1_pin_nom_dia(mm)	l_pin_length_nom(mm)	l_pin_length_min(mm)	l_pin_length_max(mm)	d1_pin_max(mm)	d1_pin_min(mm)	d2_pin_id(mm)	a_cham_max(mm)	a_cham_min(mm)	s_wall_th(mm)	Material	Reference	Edition
ISO 8752 SPRING PIN 14x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	35.0	34.5	35.5	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	40.0	39.5	40.5	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	45.0	44.5	45.5	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	50.0	49.5	50.5	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	55.0	54.25	55.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	60.0	59.25	60.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	65.0	64.25	65.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	70.0	69.25	70.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	75.0	74.25	75.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	80.0	79.25	80.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	85.0	84.25	85.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	90.0	89.25	90.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	95.0	94.25	95.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	100.0	99.25	100.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	120.0	119.25	120.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	140.0	139.25	140.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	160.0	159.25	160.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	180.0	179.25	180.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 14x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_14x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	14.0	200.0	199.25	200.75	14.8	14.5	8.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x10 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x10_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	10.0	9.75	10.25	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x12 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x12_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	12.0	11.5	12.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x14 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x14_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	14.0	13.5	14.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x16 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x16_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	16.0	15.5	16.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x18 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x18_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	18.0	17.5	18.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	20.0	19.5	20.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	22.0	21.5	22.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	24.0	23.5	24.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	26.0	25.5	26.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	28.0	27.5	28.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	30.0	29.5	30.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	32.0	31.5	32.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	35.0	34.5	35.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	40.0	39.5	40.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	45.0	44.5	45.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	50.0	49.5	50.5	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	55.0	54.25	55.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	60.0	59.25	60.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	65.0	64.25	65.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	70.0	69.25	70.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	75.0	74.25	75.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	80.0	79.25	80.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	85.0	84.25	85.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	90.0	89.25	90.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	95.0	94.25	95.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	100.0	99.25	100.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	120.0	119.25	120.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	140.0	139.25	140.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	160.0	159.25	160.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	180.0	179.25	180.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 16x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_16x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	16.0	200.0	199.25	200.75	16.6	16.5	10.5	2.4	2.0	3.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x10 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x10_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	10.0	9.75	10.25	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x12 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x12_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	12.0	11.5	12.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x14 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x14_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	14.0	13.5	14.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x16 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x16_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	16.0	15.5	16.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x18 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x18_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	18.0	17.5	18.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	20.0	19.5	20.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	22.0	21.5	22.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	24.0	23.5	24.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	26.0	25.5	26.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	28.0	27.5	28.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	30.0	29.5	30.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	32.0	31.5	32.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	35.0	34.5	35.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	40.0	39.5	40.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	45.0	44.5	45.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	50.0	49.5	50.5	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	55.0	54.25	55.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	60.0	59.25	60.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	65.0	64.25	65.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	70.0	69.25	70.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	75.0	74.25	75.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	80.0	79.25	80.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	85.0	84.25	85.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	90.0	89.25	90.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	95.0	94.25	95.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	100.0	99.25	100.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	120.0	119.25	120.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	140.0	139.25	140.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	160.0	159.25	160.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	180.0	179.25	180.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 18x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_18x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	18.0	200.0	199.25	200.75	18.9	18.5	11.5	2.4	2.0	3.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x10 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x10_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	10.0	9.75	10.25	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x12 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x12_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	12.0	11.5	12.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x14 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x14_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	14.0	13.5	14.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x16 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x16_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	16.0	15.5	16.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x18 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x18_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	18.0	17.5	18.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	20.0	19.5	20.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	22.0	21.5	22.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	24.0	23.5	24.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	26.0	25.5	26.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	28.0	27.5	28.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	30.0	29.5	30.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	32.0	31.5	32.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	35.0	34.5	35.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	40.0	39.5	40.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	45.0	44.5	45.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	50.0	49.5	50.5	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	55.0	54.25	55.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	60.0	59.25	60.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	65.0	64.25	65.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	70.0	69.25	70.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	75.0	74.25	75.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	80.0	79.25	80.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
