PartNumber	PartName	D_dia_nom(mm)	L_nom(mm)	D_dia_max(mm)	D_dia_min(mm)	Dk_dia_max(mm)	Dk_dia_min(mm)	K_max(mm)	K_min(mm)	E_radius(mm)	R_radius_nom(mm)	t1_max(mm)	t2_max(mm)	Dp_max(mm)	Dp_min(mm)	D1_hole_dia_nom(mm)	D1_hole_dia_max(mm)	D1_hole_dia_min(mm)	Lh_hole_ctrs(mm)	Type	Material	Reference	Edition
ASME B.18.8.8M PIN 3x6 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x6_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	6.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	3.2	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x8 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x8_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	8.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	5.2	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x10 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x10_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	10.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	7.2	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x12 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x12_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	12.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	8.9	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x14 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x14_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	14.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	11.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x16 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x16_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	16.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	13.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x18 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x18_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	18.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	15.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x20 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x20_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	20.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	17.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x22 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x22_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	22.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	19.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x24 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x24_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	24.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	21.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x26 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x26_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	26.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	23.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x28 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x28_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	28.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	25.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 3x30 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_3x30_STEEL_TYPE_B_HEADED_CLEVIS_PIN	3.0	30.0	3.0	2.94	5.0	4.7	1.2	0.8	0.5	0.6	0.14	0.6	2.2	1.8	0.8	0.94	0.8	27.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x8 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x8_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	8.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	5.2	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x10 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x10_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	10.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	7.1	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x12 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x12_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	12.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	8.9	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x14 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x14_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	14.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	11.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x16 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x16_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	16.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	13.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x18 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x18_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	18.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	15.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x20 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x20_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	20.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	17.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x22 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x22_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	22.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	19.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x24 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x24_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	24.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	20.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x26 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x26_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	26.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	22.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x28 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x28_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	28.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	24.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x30 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x30_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	30.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	26.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x32 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x32_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	32.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	28.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x35 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x35_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	35.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	31.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 4x40 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_4x40_STEEL_TYPE_B_HEADED_CLEVIS_PIN	4.0	40.0	4.0	3.925	6.0	5.7	1.2	0.8	0.5	0.6	0.17	0.6	3.2	2.8	1.0	1.14	1.0	36.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x10 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x10_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	10.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	6.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x12 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x12_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	12.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	7.8	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x14 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x14_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	14.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	9.8	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x16 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x16_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	16.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	11.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x18 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x18_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	18.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	13.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x20 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x20_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	20.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	15.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x22 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x22_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	22.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	17.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x24 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x24_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	24.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	19.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x26 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x26_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	26.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	21.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x28 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x28_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	28.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	23.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x30 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x30_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	30.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	25.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x32 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x32_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	32.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	27.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x35 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x35_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	35.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	30.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x40 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x40_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	40.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	35.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x45 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x45_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	45.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	40.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 5x50 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_5x50_STEEL_TYPE_B_HEADED_CLEVIS_PIN	5.0	50.0	5.0	4.925	8.0	7.64	1.8	1.4	1.0	0.6	0.22	0.72	3.3	2.7	1.2	1.34	1.2	45.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x12 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x12_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	12.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	7.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x14 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x14_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	14.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	9.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x16 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x16_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	16.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	11.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x18 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x18_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	18.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	14.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x20 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x20_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	20.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	16.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x22 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x22_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	22.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	18.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x24 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x24_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	24.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	19.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x26 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x26_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	26.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	21.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x28 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x28_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	28.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	23.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x30 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x30_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	30.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	25.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x32 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x32_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	32.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	27.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x35 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x35_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	35.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	30.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x40 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x40_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	40.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	35.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x45 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x45_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	45.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	40.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x50 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x50_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	50.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	45.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x55 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x55_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	55.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	50.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 6x60 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_6x60_STEEL_TYPE_B_HEADED_CLEVIS_PIN	6.0	60.0	6.0	5.925	10.0	9.64	2.2	1.8	1.0	0.6	0.28	0.72	4.3	3.7	1.6	1.74	1.6	55.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x16 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x16_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	16.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	11.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x18 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x18_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	18.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	13.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x20 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x20_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	20.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	15.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x22 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x22_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	22.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	17.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x24 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x24_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	24.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	19.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x26 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x26_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	26.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	21.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x28 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x28_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	28.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	23.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x30 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x30_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	30.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	25.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x32 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x32_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	32.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	27.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x35 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x35_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	35.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	30.0	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x40 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x40_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	40.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	34.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x45 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x45_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	45.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	39.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x50 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x50_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	50.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	44.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x55 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x55_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	55.0	8.0	7.91	10.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	49.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x60 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x60_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	60.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	54.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x65 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x65_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	65.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	59.5	B	St	ASME B18.8.8M	2000
ASME B.18.8.8M PIN 8x70 STEEL  HEADED CLEVIS TYPE B	ASME_B_18_8_8M_8x70_STEEL_TYPE_B_HEADED_CLEVIS_PIN	8.0	70.0	8.0	7.91	14.0	13.57	3.2	2.8	1.0	0.6	0.39	0.86	6.3	5.7	2.0	2.14	2.0	64.5	B	St	ASME B18.8.8M	2000
