PartNumber	PartName	D_pin_dia(mm)	Nominal_len(mm)	D_dia_max(mm)	D_dia_min(mm)	Dp_point_dia_max(mm)	Dp_point_dia_min(mm)	Lh_hole_ctrs(mm)	D1_hole_dia_nom(mm)	D1_hole_dia_max(mm)	D1_hole_dia_min(mm)	Type	Material	Reference	Edition
ASME B18.8.7M PIN 20x200 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_20x200_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	20.0	200.0	20.0	19.87	16.6	15.4	182.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x45 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x45_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	45.0	22.0	21.87	18.6	17.4	27.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x50 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x50_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	50.0	22.0	21.87	18.6	17.4	32.5	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x55 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x55_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	55.0	22.0	21.87	18.6	17.4	37.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x60 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x60_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	60.0	22.0	21.87	18.6	17.4	42.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x65 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x65_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	65.0	22.0	21.87	18.6	17.4	47.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x70 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x70_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	70.0	22.0	21.87	18.6	17.4	52.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x75 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x75_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	75.0	22.0	21.87	18.6	17.4	57.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x80 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x80_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	80.0	22.0	21.87	18.6	17.4	62.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x85 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x85_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	85.0	22.0	21.87	18.6	17.4	67.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x90 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x90_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	90.0	22.0	21.87	18.6	17.4	72.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x95 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x95_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	95.0	22.0	21.87	18.6	17.4	77.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x100 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x100_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	100.0	22.0	21.87	18.6	17.4	82.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x120 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x120_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	120.0	22.0	21.87	18.6	17.4	102.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x140 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x140_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	140.0	22.0	21.87	18.6	17.4	122.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x160 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x160_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	160.0	22.0	21.87	18.6	17.4	142.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x180 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x180_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	180.0	22.0	21.87	18.6	17.4	162.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x200 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x200_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	200.0	22.0	21.87	18.6	17.4	182.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 22x220 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_22x220_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	22.0	220.0	22.0	21.87	18.6	17.4	202.0	5.0	5.18	5.0	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x50 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x50_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	50.0	24.0	23.87	20.6	19.4	31.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x55 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x55_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	55.0	24.0	23.87	20.6	19.4	35.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x60 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x60_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	60.0	24.0	23.87	20.6	19.4	40.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x65 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x65_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	65.0	24.0	23.87	20.6	19.4	45.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x70 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x70_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	70.0	24.0	23.87	20.6	19.4	50.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x75 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x75_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	75.0	24.0	23.87	20.6	19.4	55.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x80 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x80_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	80.0	24.0	23.87	20.6	19.4	60.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x85 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x85_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	85.0	24.0	23.87	20.6	19.4	65.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x90 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x90_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	90.0	24.0	23.87	20.6	19.4	70.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x95 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x95_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	95.0	24.0	23.87	20.6	19.4	75.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x100 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x100_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	100.0	24.0	23.87	20.6	19.4	80.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x120 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x120_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	120.0	24.0	23.87	20.6	19.4	100.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x140 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x140_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	140.0	24.0	23.87	20.6	19.4	120.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x160 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x160_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	160.0	24.0	23.87	20.6	19.4	140.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x180 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x180_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	180.0	24.0	23.87	20.6	19.4	160.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x200 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x200_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	200.0	24.0	23.87	20.6	19.4	180.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x220 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x220_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	220.0	24.0	23.87	20.6	19.4	200.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 24x240 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_24x240_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	24.0	240.0	24.0	23.87	20.6	19.4	220.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x55 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x55_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	55.0	27.0	26.87	23.6	22.4	35.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x60 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x60_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	60.0	27.0	26.87	23.6	22.4	40.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x65 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x65_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	65.0	27.0	26.87	23.6	22.4	45.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x70 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x70_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	70.0	27.0	26.87	23.6	22.4	50.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x75 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x75_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	75.0	27.0	26.87	23.6	22.4	55.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x80 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x80_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	80.0	27.0	26.87	23.6	22.4	60.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x85 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x85_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	85.0	27.0	26.87	23.6	22.4	65.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x90 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x90_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	90.0	27.0	26.87	23.6	22.4	70.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x95 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x95_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	95.0	27.0	26.87	23.6	22.4	75.5	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x100 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x100_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	100.0	27.0	26.87	23.6	22.4	80.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x120 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x120_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	120.0	27.0	26.87	23.6	22.4	100.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x140 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x140_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	140.0	27.0	26.87	23.6	22.4	120.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x160 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x160_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	160.0	27.0	26.87	23.6	22.4	140.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
ASME B18.8.7M PIN 27x180 STEEL HEADLESS CLEVIS TYPE B	ASME_B18_8_7M_27x180_STEEL_TYPE_B_HEADLESS_CLEVIS_PIN	27.0	180.0	27.0	26.87	23.6	22.4	160.0	6.3	6.52	6.3	B	St	ASME B18.8.7M	2000
